Results for U.S. Representative
,
Last,First,Middle,Suffix,Nickname,Born,Death,Sex,Position,Party,State,District,Start,End,Religion,Race,Educational Attainment,JobType1,JobType2,JobType3,JobType4,JobType5,Mil1,Mil2,Mil3
Davis,Rodney,,,,01/05/1970,,2,U.S. Representative,Republican,IL,13,01/20/2013,01/03/2023,Roman Catholic,White,Bachelor's degree,Congressional Aide,,,,,Did not serve,,
Davis,Susan,A.,,,04/13/1944,,1,U.S. Representative,Democrat,CA,49,01/03/2001,01/02/2003,Jewish,White,Master's degree,Misc.,Public service/politics,,,,Did not serve,,
Davis,Susan,A.,,,04/13/1944,,1,U.S. Representative,Democrat,CA,53,01/03/2003,01/03/2021,Jewish,White,Master's degree,Misc.,Public service/politics,,,,Did not serve,,
Davis,Thomas,M.,III,,01/05/1949,,2,U.S. Representative,Republican,VA,11,01/04/1995,01/05/2009,Christian Scientist,White,Professional degree,Business or banking,Law,Public service/politics,,,National Guard,,
Dawson,William,Adams,,,11/05/1903,11/07/1981,2,U.S. Representative,Republican,UT,2,01/03/1947,01/03/1959,Not specified,White,Professional degree,Law,,,,,Did not serve,,
Dawson,William,Levi,,,04/26/1886,11/09/1970,2,U.S. Representative,Democrat,IL,1,01/06/1943,11/09/1970,Christian Scientist,African American,Professional degree,Law,Public service/politics,,,,Army,,
de la Garza,Eligio,,II,Kika,09/22/1927,03/13/2017,2,U.S. Representative,Democrat,TX,15,01/04/1965,01/03/1997,Roman Catholic,Hispanic,Professional degree,Law,,,,,Army,Reserve,
De Lacy,Hugh,,,,05/09/1910,08/19/1986,2,U.S. Representative,Democrat,WA,1,01/03/1945,01/03/1947,Not specified,White,Master's degree,Education,,,,,,,
Deal,John,Nathan,,,08/25/1942,,2,U.S. Representative,Republican,GA,10,01/03/2003,01/03/2007,Baptist,White,Professional degree,Law,,,,,Army,,
Deal,John,Nathan,,,08/25/1942,,2,U.S. Representative,Republican,GA,9,01/03/2007,03/21/2010,Baptist,White,Professional degree,Law,,,,,Army,,
Deal,John,Nathan,,,08/25/1942,,2,U.S. Representative,Democrat,GA,9,01/05/1993,04/09/1995,Baptist,White,Professional degree,Law,,,,,Army,,
Deal,John,Nathan,,,08/25/1942,,2,U.S. Representative,Republican,GA,9,04/10/1995,01/03/2003,Baptist,White,Professional degree,Law,,,,,Army,,
Dean,Madeleine,,,,06/06/1959,,1,U.S. Representative,Democrat,PA,4,01/20/2019,01/03/2023,Roman Catholic,White,Professional degree,,,,,,,,
Deane,Charles,Bennett,,,11/01/1898,11/24/1969,2,U.S. Representative,Democrat,NC,8,01/03/1947,01/03/1957,Baptist,White,Professional degree,Business or banking,Law,Public service/politics,,,Did not serve,,
Deckard,H.,Joel,,,03/07/1942,09/13/2016,2,U.S. Representative,Republican,IN,8,01/15/1979,01/03/1983,Protestant,White,High School graduate,Business or banking,,,,,National Guard-Indiana,Reserve,
DeFazio,Peter,A.,,,05/27/1947,,2,U.S. Representative,Democrat,OR,4,01/06/1987,01/03/2023,Roman Catholic,White,Master's degree,Congressional Aide,,,,,Air Force,,
DeGette,Diana,,,,07/29/1957,,1,U.S. Representative,Democrat,CO,1,01/07/1997,01/03/2023,Presbyterian,White,Professional degree,Law,,,,,Did not serve,,
deGraffenried,Edward,,,,06/30/1899,11/05/1974,2,U.S. Representative,Democrat,AL,6,01/03/1949,01/03/1953,Presbyterian,White,Professional degree,Law,,,,,Army,Navy,
Delahunt,William,D.,,Bill,07/18/1941,,2,U.S. Representative,Democrat,MA,10,01/07/1997,01/03/2011,Roman Catholic,White,Professional degree,Law,,,,,Coast Guard,,
Delaney,James,Joseph,,,03/19/1901,05/24/1987,2,U.S. Representative,Democrat,NY,6,01/03/1945,01/02/1947,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,
Delaney,James,Joseph,,,03/19/1901,05/24/1987,2,U.S. Representative,Democrat,NY,6,01/03/1949,01/02/1953,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,
Delaney,James,Joseph,,,03/19/1901,05/24/1987,2,U.S. Representative,Democrat,NY,7,01/03/1953,01/08/1963,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,
Delaney,James,Joseph,,,03/19/1901,05/24/1987,2,U.S. Representative,Democrat,NY,9,01/09/1963,01/02/1979,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,
Delaney,John,,,,04/16/1963,,2,U.S. Representative,Democrat,MD,6,01/03/2013,01/03/2019,Roman Catholic,White,Professional degree,Business or banking,,,,,Did not serve,,
Delaney,John,Joseph,,,08/21/1878,11/18/1948,2,U.S. Representative,Democrat,NY,7,01/03/1931,11/18/1948,Not specified,White,Professional degree,Business or banking,Law,,,,Did not serve,,
Delaney,John,Joseph,,,08/21/1878,11/18/1948,2,U.S. Representative,Democrat,NY,7,03/05/1918,03/03/1919,Not specified,White,Professional degree,Business or banking,Law,,,,Did not serve,,
DeLauro,Rosa,L.,,,03/02/1943,,1,U.S. Representative,Democrat,CT,3,01/03/1991,01/03/2023,Roman Catholic,White,Master's degree,Congressional Aide,Public service/politics,,,,Did not serve,,
DeLay,Thomas,D.,,Tom,04/08/1947,,2,U.S. Representative,Republican,TX,22,01/03/1985,06/09/2006,Baptist,White,Bachelor's degree,Business or banking,,,,,Did not serve,,
DelBene,Suzan,,,,02/17/1962,,1,U.S. Representative,Democrat,WA,1,11/13/2012,01/03/2023,Episcopalian,White,Master's degree,Business or banking,Computers/technology,,,,Did not serve,,
Delgado,Antonio,,,,01/28/1977,,2,U.S. Representative,Democrat,NY,19,01/20/2019,01/03/2023,Not specified,African American,Professional degree,,,,,,,,
Dellay,Vincent,John,,,06/23/1907,04/16/1999,2,U.S. Representative,Republican,NJ,14,01/03/1957,10/28/1957,Not specified,White,High School graduate,Business or banking,Public service/politics,,,,National Guard-New Jersey,,
Dellay,Vincent,John,,,06/23/1907,04/16/1999,2,U.S. Representative,Democrat,NJ,14,10/29/1957,01/03/1959,Not specified,White,High School graduate,Business or banking,Public service/politics,,,,National Guard-New Jersey,,
Dellenback,John,Richard,,,11/06/1918,12/07/2002,2,U.S. Representative,Republican,OR,4,01/10/1967,01/03/1975,Presbyterian,White,Professional degree,Education,Law,,,,Navy Reserve,,
Dellums,Ronald,V.,,,11/24/1935,07/30/2018,2,U.S. Representative,Democrat,CA,9,01/05/1993,02/06/1998,Protestant,African American,Master's degree,Public service/politics,,,,,Marine Corps,,
Dellums,Ronald,V.,,,11/24/1935,07/30/2018,2,U.S. Representative,Democrat,CA,8,01/14/1975,01/04/1993,Protestant,African American,Master's degree,Public service/politics,,,,,Marine Corps,,
Dellums,Ronald,V.,,,11/24/1935,07/30/2018,2,U.S. Representative,Democrat,CA,7,01/21/1971,01/13/1975,Protestant,African American,Master's degree,Public service/politics,,,,,Marine Corps,,
Demings,Val,B.,,,03/12/1957,,1,U.S. Representative,Democrat,FL,10,01/20/2017,01/03/2023,Christian,African American,Master's degree,Law Enforcement,,,,,,,
DeMint,James,W,,,09/02/1951,,2,U.S. Representative,Republican,SC,4,01/03/1999,01/03/2005,Presbyterian,White,Master's degree,Business or banking,,,,,Did not serve,,
Dempsey,John,Joseph,,,06/22/1879,03/11/1958,2,U.S. Representative,Democrat,NM,AL,01/03/1951,03/11/1958,Not specified,White,Unknown,Business or banking,,,,,Did not serve,,
DeNardis,Lawrence,Joseph,,,03/18/1938,,2,U.S. Representative,Republican,CT,3,01/05/1981,01/03/1983,Roman Catholic,White,Doctorate degree,Education,,,,,Navy Reserve,,
Denham,Jeff,,,,07/29/1967,,2,U.S. Representative,Republican,CA,19,01/03/2011,01/02/2013,Presbyterian,White,Bachelor's degree,Business or banking,,,,,U.S. Air Force; U.S. Air Force Reserve,,
Denham,Jeff,,,,07/29/1967,,2,U.S. Representative,Republican,CA,10,01/03/2013,01/03/2019,Presbyterian,White,Bachelor's degree,Business or banking,,,,,U.S. Air Force; U.S. Air Force Reserve,,
Denholm,Frank,Edward,,,11/29/1923,04/07/2016,2,U.S. Representative,Democrat,SD,1,01/21/1971,01/03/1975,Roman Catholic,White,Professional degree,Agriculture,Business or banking,Education,Law,Law Enforcement,Did not serve,,
Denney,Robert,Vernon,,,04/11/1916,06/26/1981,2,U.S. Representative,Republican,NE,1,01/10/1967,01/03/1972,Presbyterian,White,Professional degree,Law,Law Enforcement,,,,Marine Corps and Reserve,,
Dennis,David,Worth,,,06/07/1912,01/06/1999,2,U.S. Representative,Republican,IN,10,01/03/1969,01/03/1975,Quaker,White,Professional degree,Law,,,,,Army,,
Dennison,David,Short,,,07/29/1918,09/21/2001,2,U.S. Representative,Republican,OH,11,01/03/1957,01/03/1959,Not specified,White,Professional degree,Law,,,,,Army,Army Air Corps,
Denny,Harmar,Denny,Jr.,,07/02/1886,01/06/1966,2,U.S. Representative,Republican,PA,29,01/03/1951,01/03/1953,Presbyterian,White,Professional degree,Law,Public service/politics,,,,Army Air Corps,,
Dent,Charles,Wieder,,,05/24/1960,,2,U.S. Representative,Republican,PA,15,01/03/2005,05/12/2018,Presbyterian,White,Master's degree,Congressional Aide,,,,,Did not serve,,
Dent,John,Herman,,,03/10/1908,04/09/1988,2,U.S. Representative,Democrat,PA,21,01/27/1958,01/03/1979,Roman Catholic,White,High School graduate,Labor leader,,,,,Marine Corps,,
Denton,Winfield,Kirkpatrick,,,10/28/1896,11/02/1971,2,U.S. Representative,Democrat,IN,8,01/03/1949,12/30/1966,Methodist,White,Professional degree,Law,,,,,Army Air Corps,,
Derounian,Steven,Boghas,,,04/06/1918,04/17/2007,2,U.S. Representative,Republican,NY,2,01/03/1953,01/08/1963,Presbyterian,White,Professional degree,Law,,,,,Army,,
Derounian,Steven,Boghas,,,04/06/1918,04/17/2007,2,U.S. Representative,Republican,NY,3,01/09/1963,01/03/1965,Presbyterian,White,Professional degree,Law,,,,,Army,,
Derrick,Butler,Carson,Jr.,,09/30/1936,,2,U.S. Representative,Democrat,SC,3,01/14/1975,01/03/1995,Episcopalian,White,Professional degree,Law,,,,,Did not serve,,
Derwinski,Edward,J.,,,09/15/1926,01/15/2012,2,U.S. Representative,Republican,IL,4,01/07/1959,01/03/1983,Roman Catholic,White,Bachelor's degree,Business or banking,,,,,Army,,
DeSantis,Ron,,,,09/14/1978,,2,U.S. Representative,Republican,FL,6,01/03/2013,09/10/2018,Roman Catholic,White,Professional degree,Education,Law,,,,Navy,Navy Reverse,Navy Reverse
DeSaulnier,Mark,,,,03/31/1952,,2,U.S. Representative,Democrat,CA,11,01/20/2015,01/03/2023,Roman Catholic,White,Bachelor's degree,Business or banking,,,,,Did not serve,,
DesJarlais,Scott,,,,02/21/1964,,2,U.S. Representative,Republican,TN,4,01/20/2011,01/03/2023,Episcopalian,White,Professional degree,Medicine,,,,,Did not serve,,
Deutch,Ted,,,,05/07/1966,,2,U.S. Representative,Democrat,FL,21,01/03/2013,01/03/2017,Jewish,White,Professional degree,Law,,,,,Did not serve,,
Deutch,Ted,,,,05/07/1966,,2,U.S. Representative,Democrat,FL,22,01/03/2017,01/03/2023,Jewish,White,Professional degree,Law,,,,,Did not serve,,
Deutch,Ted,,,,05/07/1966,,2,U.S. Representative,Democrat,FL,19,04/13/2010,01/03/2013,Jewish,White,Professional degree,Law,,,,,Did not serve,,
Deutsch,Peter,,,,04/01/1957,,2,U.S. Representative,Democrat,FL,20,01/05/1993,01/03/2005,Jewish,White,Professional degree,Law,Public service/politics,,,,Did not serve,,
Devereux,James,Patrick Sinnott,,,02/20/1903,08/05/1988,2,U.S. Representative,Republican,MD,2,01/03/1951,01/03/1959,Not specified,White,High School graduate,Agriculture,Military,Public service/politics,,,Marine Corps,,
Devine,Samuel,Leeper,,,12/21/1915,06/27/1997,2,U.S. Representative,Republican,OH,12,01/07/1959,01/03/1981,Methodist,White,Professional degree,Law,Law Enforcement,,,,Did not serve,,
Devitt,Edward,James,,,05/05/1911,03/02/1992,2,U.S. Representative,Republican,MN,4,01/03/1947,01/03/1949,Not specified,White,Professional degree,Education,Law,,,,Navy,,
D'Ewart,Wesley,Abner,,,10/01/1889,09/02/1973,2,U.S. Representative,Republican,MT,2,06/25/1945,01/03/1955,Not specified,White,High School graduate,Agriculture,Business or banking,Public service/politics,,,Did not serve,,
DeWine,Michael,,,,01/05/1947,,2,U.S. Representative,Republican,OH,7,01/03/1983,01/03/1991,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,
Diaz-Balart,Lincoln,,,,08/13/1954,,2,U.S. Representative,Republican,FL,21,01/05/1993,01/03/2011,Roman Catholic,Hispanic,Professional degree,Law,,,,,Did not serve,,
Diaz-Balart,Mario,,,,09/25/1961,,2,U.S. Representative,Republican,FL,25,01/03/2003,01/03/2011,Roman Catholic,Hispanic,High School graduate,Business or banking,,,,,Did not serve,,
Diaz-Balart,Mario,,,,09/25/1961,,2,U.S. Representative,Republican,FL,21,01/03/2011,01/02/2013,Roman Catholic,Hispanic,High School graduate,Business or banking,,,,,Did not serve,,
Diaz-Balart,Mario,,,,09/25/1961,,2,U.S. Representative,Republican,FL,25,01/20/2013,01/03/2023,Roman Catholic,Hispanic,High School graduate,Business or banking,,,,,Did not serve,,
Dickey,Jay,,,,12/14/1939,,2,U.S. Representative,Republican,AR,4,01/05/1993,01/03/2001,Methodist,White,Professional degree,Law,Misc.,,,,Did not serve,,
Dickinson,William,Louis,,Bill,06/05/1925,03/31/2008,4,U.S. Representative,Republican,AL,2,01/04/1965,01/03/1993,Methodist,Not specified,Professional degree,Business or banking,Law,,,,Air Force Reserve,,
Dicks,Norman,DeValois,,,12/16/1940,,2,U.S. Representative,Democrat,WA,6,01/04/1977,01/03/2013,Lutheran,White,Professional degree,Congressional Aide,Law,,,,Did not serve,,
Dickstein,Samuel,,,,02/05/1885,04/22/1954,2,U.S. Representative,Democrat,NY,19,01/03/1945,01/03/1947,Not specified,White,Professional degree,Law,,,,,,,
Dies,Martin,,Jr.,,11/05/1900,11/14/1972,2,U.S. Representative,Democrat,TX,AL,01/03/1953,01/03/1959,Not specified,White,Professional degree,Agriculture,Education,Law,,,Did not serve,,
Diggs,Charles,Coles,Jr.,,12/02/1922,08/24/1998,2,U.S. Representative,Democrat,MI,13,01/05/1955,06/03/1980,Baptist,African American,Bachelor's degree,Misc.,,,,,Army,,
Dingell,Debbie,,,,11/23/1953,,1,U.S. Representative,Democrat,MI,12,01/20/2015,01/03/2023,Roman Catholic,White,Master's degree,Public service/politics,,,,,Did not serve,,
Dingell,John,David,Jr.,,07/08/1926,,2,U.S. Representative,Democrat,MI,15,01/03/2003,01/03/2013,Roman Catholic,White,Professional degree,Law,,,,,Army,,
Dingell,John,David,Jr.,,07/08/1926,,2,U.S. Representative,Democrat,MI,12,01/03/2013,01/02/2015,Roman Catholic,White,Professional degree,Law,,,,,Army,,
Dingell,John,David,Jr.,,07/08/1926,,2,U.S. Representative,Democrat,MI,16,01/04/1965,01/02/2003,Roman Catholic,White,Professional degree,Law,,,,,Army,,
Dingell,John,David,Jr.,,07/08/1926,,2,U.S. Representative,Democrat,MI,15,12/13/1955,01/03/1965,Roman Catholic,White,Professional degree,Law,,,,,Army,,
Dingell,John,David,Sr.,,02/02/1894,09/19/1955,2,U.S. Representative,Democrat,MI,15,03/03/1933,09/19/1955,Not specified,White,Unknown,Business or banking,,,,,Did not serve,,
DioGuardi,Joseph,J.,,,09/20/1940,,2,U.S. Representative,Republican,NY,20,01/03/1985,01/03/1989,Roman Catholic,White,Bachelor's degree,Public service/politics,,,,,Army Reserve,,
Dirksen,Everett,McKinley,,,01/04/1896,09/07/1969,2,U.S. Representative,Republican,IL,16,03/09/1933,01/03/1949,Reformed Church,White,Professional degree,Law,,,,,Army,,
Dixon,Henry,Aldous,,,06/29/1890,01/22/1967,2,U.S. Representative,Republican,UT,1,01/05/1955,01/03/1961,Mormon,White,Bachelor's degree,Business or banking,Education,,,,Did not serve,,
Dixon,Julian,Carey,,,08/08/1934,12/08/2000,2,U.S. Representative,Democrat,CA,32,01/05/1993,12/08/2000,Episcopalian,African American,Bachelor's degree,Law,Public service/politics,,,,Army,,
Dixon,Julian,Carey,,,08/08/1934,12/08/2000,2,U.S. Representative,Democrat,CA,28,01/15/1979,01/04/1993,Episcopalian,African American,Bachelor's degree,Law,Public service/politics,,,,Army,,
Djou,Charles,K.,,,08/09/1970,,2,U.S. Representative,Republican,HI,1,05/22/2010,01/03/2011,Christian,Asian American,Professional degree,Law,,,,,U.S. Army Reserve,,
Dodd,Christopher,J.,,,05/27/1944,,2,U.S. Representative,Democrat,CT,2,01/14/1975,01/03/1981,Roman Catholic,White,Professional degree,Law,,,,,Army Reserve,,
Dodd,Thomas,Joseph,,,05/15/1907,05/24/1971,2,U.S. Representative,Democrat,CT,1,01/03/1953,01/03/1957,Roman Catholic,White,Professional degree,Law,Law Enforcement,,,,Did not serve,,
Doggett,Lloyd,,,,10/06/1946,,2,U.S. Representative,Democrat,TX,10,01/04/1995,01/03/2005,Methodist,White,Professional degree,Education,Law,Public service/politics,,,Did not serve,,
Doggett,Lloyd,,,,10/06/1946,,2,U.S. Representative,Democrat,TX,25,01/04/2005,01/03/2013,Methodist,White,Professional degree,Education,Law,Public service/politics,,,Did not serve,,
Doggett,Lloyd,,,,10/06/1946,,2,U.S. Representative,Democrat,TX,35,01/20/2013,01/03/2023,Methodist,White,Professional degree,Education,Law,Public service/politics,,,Did not serve,,
Dold,Robert,,,,06/23/1969,,2,U.S. Representative,Republican,IL,10,01/03/2011,01/02/2013,Christian,White,Professional degree,Business or banking,,,,,Did not serve,,
Dold,Robert,,,,06/23/1969,,2,U.S. Representative,Republican,IL,10,01/03/2015,01/03/2017,Christian,White,Professional degree,Business or banking,,,,,Did not serve,,
Dole,Robert,Joseph,,Bob,07/22/1923,,2,U.S. Representative,Republican,KS,6,01/03/1961,01/03/1963,Methodist,White,Professional degree,Law,,,,,Army,,
Dole,Robert,Joseph,,Bob,07/22/1923,,2,U.S. Representative,Republican,KS,1,01/09/1963,01/03/1969,Methodist,White,Professional degree,Law,,,,,Army,,
Dollinger,Isidore,,,,11/13/1903,01/30/2000,2,U.S. Representative,Democrat,NY,24,01/03/1949,01/02/1953,Not specified,White,Professional degree,Law,,,,,Did not serve,,
Dollinger,Isidore,,,,11/13/1903,01/30/2000,2,U.S. Representative,Democrat,NY,23,01/03/1953,12/31/1959,Not specified,White,Professional degree,Law,,,,,Did not serve,,
Dolliver,James,Isaac,,,08/31/1894,12/10/1978,2,U.S. Representative,Republican,IA,6,01/03/1945,01/03/1957,Not specified,White,Professional degree,Education,Law,,,,Army,,
Domengeaux,James,,,,01/06/1907,04/11/1988,2,U.S. Representative,Democrat,LA,3,01/03/1945,01/03/1949,Roman Catholic,White,Bachelor's degree,Law,,,,,Army Combat Engineers,,
Dominick,Peter,Hoyt,,,07/07/1915,03/18/1981,2,U.S. Representative,Republican,CO,2,01/03/1961,01/03/1963,Episcopalian,White,Professional degree,Law,,,,,Army Air Corps,,
Donalds,Byron,,,,10/28/1978,,2,U.S. Representative,Republican,FL,19,01/03/2021,01/03/2023,Christian,African American,Bachelor's degree,,,,,,,,
Dondero,George,Anthony,,,12/16/1883,01/29/1968,2,U.S. Representative,Republican,MI,17,01/03/1945,01/02/1953,Methodist,White,Professional degree,Law,Real Estate,,,,Did not serve,,
Dondero,George,Anthony,,,12/16/1883,01/29/1968,2,U.S. Representative,Republican,MI,18,01/03/1953,01/03/1957,Methodist,White,Professional degree,Law,Real Estate,,,,Did not serve,,
Donnelly,Brian,J.,,,03/02/1946,,2,U.S. Representative,Democrat,MA,11,01/15/1979,01/03/1993,Roman Catholic,White,Bachelor's degree,Education,Sports,,,,Did not serve,,
Donnelly,Joe,,,,09/28/1955,,2,U.S. Representative,Democrat,IN,2,01/03/2007,01/03/2013,Roman Catholic,White,Professional degree,Business or banking,,,,,Did not serve,,
Donohue,Harold,Daniel,,,06/18/1901,11/04/1984,2,U.S. Representative,Democrat,MA,4,01/03/1947,01/02/1973,Roman Catholic,White,Professional degree,Law,,,,,Navy,,
Donohue,Harold,Daniel,,,06/18/1901,11/04/1984,2,U.S. Representative,Democrat,MA,3,01/03/1973,01/03/1975,Roman Catholic,White,Professional degree,Law,,,,,Navy,,
Donovan,Daniel,M.,,Dan,11/06/1956,,2,U.S. Representative,Republican,NY,11,05/05/2015,01/03/2019,Roman Catholic,White,Professional degree,Law,,,,,,,
Donovan,James,George,,,12/15/1898,04/06/1987,2,U.S. Representative,Democrat,NY,18,01/03/1951,01/03/1957,Not specified,White,Professional degree,Law,,,,,Navy,,
Dooley,Calvin,M.,,Cal,01/11/1954,,2,U.S. Representative,Democrat,CA,17,01/03/1991,01/04/1993,Methodist,White,Master's degree,Agriculture,Public service/politics,,,,Did not serve,,
Dooley,Calvin,M.,,Cal,01/11/1954,,2,U.S. Representative,Democrat,CA,20,01/05/1993,01/02/2005,Methodist,White,Master's degree,Agriculture,Public service/politics,,,,Did not serve,,
Dooley,Edwin,Benedict,,,04/13/1905,01/25/1982,2,U.S. Representative,Republican,NY,26,01/03/1957,01/03/1963,Roman Catholic,White,Professional degree,Business or banking,Journalism,Misc.,,,Did not serve,,
